大学名称,所在地,隶属,院士,硕士点,类型,重点学科,博士点,地址,平均线,是否985,是否211,是否自主招生
浙江师范大学,金华,浙江省教育厅,6,29,师范,19,0, 浙江省金华市迎宾大道688号,522,否,否,否
宁夏师范学院,固原市,宁夏回族自治区教育厅,0,0,师范,0,0, 宁夏固原市文化街161号,无,否,否,否
昌吉学院,昌吉,新疆维吾尔自治区教育厅,0,0,师范,0,0, 新疆昌吉市北京北路77号（老校区），新疆昌吉市世纪大道9号（新校区）,无,否,否,否
西南石油大学,南充,四川省教育厅,1,18,工科,3,28, （成都校区）成都市新都区新都大道8号，（南充校区）南充市顺庆区油院路30号,521,否,否,否
沧州师范学院,沧州,河北省教育厅,0,0,师范,0,0, 河北省沧州市南环西路28号,无,否,否,否
邯郸学院,邯郸,河北省教育厅,0,0,师范,0,0, 河北省邯郸市邯山区学院北路530号,无,否,否,否
杭州师范大学钱江学院,杭州,浙江省教育厅,0,0,师范,0,0, 浙江省杭州市西湖区文一路222号,无,否,否,否
湖北第二师范学院,武汉,湖北省教育厅,0,0,师范,0,0, 光谷校区：武汉市东湖新技术开发区南环路1号   阅马场校区：中国武汉武昌武珞路9号,无,否,否,否
辽宁师范大学海华学院,沈阳,辽宁省教育厅,0,0,师范,0,0, 辽宁省沈阳市东陵区白塔街380-1号,无,否,否,否
宁波大学,宁波,浙江省教育厅,5,33,综合,6,14, 浙江省宁波市江北区风华路818号,519,否,否,否
河南大学,开封,河南省教育厅,12,42,综合,0,12, 河南省开封市明伦街85号,519,否,否,否
武汉科技大学,武汉,湖北省教育厅,4,52,工科,28,6, 湖北省武汉市青山区和平大道947号,519,否,否,否
北京印刷学院,北京市,北京市教育委员会,3,26,工科,0,0, 北京市大兴区兴华北路25号,519,否,否,否
安徽师范大学皖江学院,芜湖,安徽省教育厅,0,0,师范,0,0, 安徽省芜湖市九华北路109号,无,否,否,否
安阳师范学院,安阳,河南省教育厅,0,0,师范,0,0, 河南省安阳市弦歌大道,无,否,否,否
山西大学,太原,山西省教育厅,4,90,综合,2,27, 山西省太原市坞城路92号,518,否,否,否
安阳师范学院人文管理学院,安阳,河南省教育厅,0,0,师范,0,0, 河南省安阳市中华路南段,无,否,否,否
兴义民族师范学院,兴义,无,0,0,师范,0,0, 兴义市湖南路32号,无,否,否,否
华侨大学,泉州,国务院侨务办公室,1,124,综合,1,21, 福建省泉州市丰泽区城华北路269号,517,否,否,否
天津科技大学,天津市,天津市教育委员会,5,17,工科,1,2, 天津市河西区大沽南路1038号,517,否,否,否
池州学院,池州,安徽省教育厅,0,0,师范,0,0, 安徽省池州市教育园区池州学院,无,否,否,否
华北水利水电大学,郑州,河南省教育厅,2,52,工科,3,0, 河南省郑州市北环路36号,517,否,否,否
合肥师范学院,合肥,安徽省教育厅,0,0,师范,0,0, 安徽省合肥市金寨路327号（三孝口校区），安徽省合肥市经济技术开发区莲花路1688号（锦绣校区）,无,否,否,否
甘肃民族师范学院,合作市,甘肃省教育厅,0,0,师范,0,0, 甘肃省合作市人民街397-3号,无,否,否,否
吕梁学院,吕梁,山西省教育厅,0,0,师范,0,0, 山西吕梁市离石区滨河北东路38号,无,否,否,否
山东农业大学,泰安,山东省教育厅,6,99,农业,2,59, 山东省泰安市岱宗大街61号,516,否,否,否
成都文理学院,成都,四川省教育厅,0,0,师范,0,0, 成都市外东洪河中路351号,无,否,否,否
西安文理学院,西安市,陕西省教育厅,0,0,师范,0,0, 陕西省西安市太白南路168号,无,否,否,否
陕西学前师范学院,西安市,陕西省教育厅,0,0,师范,0,0, 西安市·雁塔区·兴善寺东街69号,无,否,否,否
邢台学院,邢台,河北省教育厅,0,0,师范,0,0, 河北省邢台市桥东区学院南路3号,无,否,否,否
宁德师范学院,宁德,福建省教育厅,0,0,师范,0,0, 福建省宁德市蕉城南路98-1号,无,否,否,否
西北师范大学知行学院,兰州,甘肃省教育厅,0,0,师范,0,0, 甘肃省兰州市安宁区长新路20号,无,否,否,否
乐山师范学院,乐山,四川省教育厅,0,0,师范,0,0, 四川省乐山市市中区滨河路778号,无,否,否,否
吉林师范大学博达学院,四平,吉林省教育厅,0,0,师范,0,0, 吉林省四平市海丰大街1301号,无,否,否,否
河南科技大学,洛阳,河南省教育厅,7,171,综合,0,3, 河南省洛阳市涧西区西苑路48号,515,否,否,否
石家庄学院,石家庄,河北省教育厅,0,0,师范,0,0, 河北省石家庄高新技术产业开发区长江大道6号,无,否,否,否
泰山医学院,泰安,山东省教育厅,15,41,医药,5,0, 山东省泰安市长城路,515,否,否,否
苏州科技大学,苏州,江苏省教育厅,4,10,工科,3,0, 江苏省苏州市滨河路1701号,515,否,否,否
河北师范大学汇华学院,石家庄,河北省教育厅,0,0,师范,0,0, 河北省石家庄市红旗大街601号,无,否,否,否
玉溪师范学院,玉溪市,云南省教育厅,0,0,师范,0,0, 玉溪市凤凰路134号,无,否,否,否
玉林师范学院,玉林,广西壮族自治区教育厅,0,0,师范,0,0, 广西玉林市教育中路299号,无,否,否,否
文山学院,文山市,云南省教育厅,0,0,师范,0,0, 云南省文山市学府路66号,无,否,否,否
六盘水师范学院,六盘水,贵州省教育厅,0,0,师范,0,0, 贵州省六盘水市钟山区明湖路19号,无,否,否,否
皖西学院,六安市,安徽省教育厅,0,0,师范,0,0, 安徽省六安市云露桥西月亮岛,无,否,否,否
烟台大学,烟台,山东省教育厅,1,20,综合,5,0, 山东省烟台市莱山区清泉路32号,514,否,否,否
吉林工程技术师范学院,长春,吉林省教育厅,0,0,师范,0,0, 吉林省长春市凯旋路3050号,无,否,否,否
中北大学,太原,山西省教育厅,5,62,工科,1,23, 山西省太原市学院路3号,513,否,否,否
长春理工大学,长春,吉林省教育厅,4,56,工科,16,14, 吉林省长春市卫星路7089号,513,否,否,否
长治学院,长治,山西省教育厅,0,0,师范,0,0, 山西省长治市城北东街73号,无,否,否,否
长沙师范学院,长沙市,湖南省教育厅,0,0,师范,0,0, 湖南省长沙市星沙徐特立路9号,无,否,否,否
湖南师范大学树达学院,长沙,湖南省教育厅,0,0,师范,0,0, 湖南省长沙市左家垅桃花坪1号,无,否,否,否
湖南第一师范学院,长沙,湖南省教育厅,0,0,师范,0,0, 长沙市岳麓区枫林三路1015号,无,否,否,否
重庆邮电大学,重庆市,重庆市教育委员会,10,38,工科,0,0, 重庆市南岸区崇文路2号,513,否,否,否
西安工程大学,西安,陕西省教育厅,1,25,工科,7,1, 陕西省西安市金花南路19号,512,否,否,否
内江师范学院,内江,四川省教育厅,0,0,师范,0,0, 四川省内江市东桐路705号,无,否,否,否
平顶山学院,无,河南省教育厅,0,0,师范,0,0, 河南省平顶山市新城区湖滨大道东段,无,否,否,否
四川民族学院,无,无,0,0,师范,0,0, 四川省康定县姑咱镇文华路,无,否,否,否
青岛科技大学,青岛,山东省教育厅,5,122,工科,0,24, 青岛市松岭路69号(崂山校区)，青岛市郑州路53号(四方校区),511,否,否,否
南京晓庄学院,无,江苏省教育厅,0,0,师范,0,0, 南京市江宁区弘景大道3601号,无,否,否,否
成都师范学院,无,四川省教育厅,0,0,师范,0,0, 成都市人民南路三段24号,无,否,否,否
陇东学院,无,甘肃省教育厅,0,0,师范,0,0, 甘肃省、庆阳市、西峰区南大街137号,无,否,否,否
河套学院,无,内蒙古自治区教育厅,0,0,师范,0,0, 内蒙古巴彦淖尔市临河区大学路,无,否,否,否
重庆师范大学,重庆市,重庆市教育委员会,9,25,师范,0,0, 重庆市沙坪坝区天陈路12号（老校区），重庆市沙坪坝区重庆市大学城（大学城校区）,511,否,否,否
普洱学院,无,云南省教育厅,0,0,师范,0,0, 云南省普洱市思茅师范高等专科学校招生就业处,无,否,否,否
华北理工大学,唐山市,河北省教育厅,16,19,工科,0,0, 河北省唐山市新华西道46号,511,否,否,否
昭通学院,无,云南省教育厅,0,0,师范,0,0, 云南省昭通市昭阳区环城东路146号,无,否,否,否
兰州理工大学,兰州,甘肃省教育厅,1,77,工科,0,25, 甘肃省兰州市兰工坪路287号,510,否,否,否
长江大学,荆州,湖北省教育厅,2,151,综合,22,18, 湖北省荆州市南环路1号,510,否,否,否
天水师范学院,天水,甘肃省教育厅,0,0,师范,0,0, 甘肃省天水市秦州区藉河南路,无,否,否,否
鲁东大学,烟台市,山东省教育厅,13,20,综合,0,1, 山东省烟台市芝罘区红旗中路186号,510,否,否,否
广东第二师范学院,广州市,广东省教育厅,0,0,师范,0,0, 广州市新港中路351号,无,否,否,否
贵州民族大学人文科技学院,贵阳,贵州省教育厅,0,0,民族,0,0, 贵州省贵阳市花溪区,无,否,否,否
哈尔滨理工大学,哈尔滨,黑龙江省教育厅,1,52,工科,25,17, 黑龙江哈尔滨市南岗区学府路52号,509,否,否,否
青岛理工大学,青岛,山东省教育厅,6,77,工科,18,8, 山东省青岛市四方区抚顺路11号,509,否,否,否
三峡大学,宜昌,湖北省教育厅,16,20,综合,0,2, 湖北省宜昌市大学路8号,509,否,否,否
广西民族大学相思湖学院,南宁,广西壮族自治区教育厅,0,0,民族,0,0, 广西南宁市鹏飞路北段1号,无,否,否,否
四川文化艺术学院,绵阳,四川省教育厅,0,0,艺术,0,0, 四川省绵阳市机场东路83号,无,否,否,否
山东工艺美术学院,济南,山东省教育厅,0,0,艺术,0,0, 山东省济南市长清区大学科技园1号路1255号（长清校区）,无,否,否,否
四川美术学院,重庆,重庆市教育委员会,0,0,艺术,0,0, 重庆市九龙坡区黄桷坪街108号,无,否,否,否
云南艺术学院文华学院,昆明,云南省教育厅,0,0,艺术,0,0, 云南省昆明市五华区王家桥王筇路中段,无,否,否,否
华中师范大学武汉传媒学院,武汉,湖北省教育厅,0,0,艺术,0,0, 武汉市江夏区藏龙岛凤凰大道特一号,无,否,否,否
沈阳音乐学院,沈阳,辽宁省教育厅,0,0,艺术,0,0, 中国辽宁沈阳市和平区三好街61号,无,否,否,否
四川传媒学院,成都,四川省教育厅,0,0,艺术,0,0, 成都市国家高新技术开发区西区郫县团结镇学院路...,无,否,否,否
上海海洋大学,上海市,上海市教育委员会,2,55,农业,1,24, 上海市杨浦区军工路334号,508,否,否,否
北京舞蹈学院,北京,北京市教育委员会,0,0,艺术,0,0, 北京市海淀区万寿寺路１号,无,否,否,否
扬州大学,扬州,江苏省教育厅,1,44,综合,2,11, 江苏省扬州市大学南路88号,508,否,否,否
河北传媒学院,石家庄市,河北省教育厅,0,0,艺术,0,0, 石家庄市新华区警安路8号,无,否,否,否
新疆艺术学院,乌鲁木齐,新疆维吾尔自治区教育厅,0,0,艺术,0,0, 新疆乌鲁木齐市团结路734号,无,否,否,否
河北美术学院,无,河北省教育厅,0,0,艺术,0,0, 石家庄东方美术职业学院招生办公室,无,否,否,否
西北师范大学,兰州,甘肃省教育厅,13,189,师范,2,57, 甘肃省兰州市安宁东路967号,507,否,否,否
山西农业大学,太原,山西省教育厅,3,52,农业,1,30, 山西省太谷县,507,否,否,否
吉林师范大学,四平,吉林省教育厅,1,80,师范,5,0, 吉林省四平市铁西区海丰大街1301号,507,否,否,否
江西服装学院,无,江西省教育厅,0,0,艺术,0,0, 江西省南昌市向塘经济开发区,无,否,否,否
天津美术学院,无,天津市教育委员会,0,0,艺术,0,0, 天津市河北区天纬路4号,无,否,否,否
山东科技大学,青岛、泰安、济南,山东省教育厅,4,151,综合,1,51, 青岛市经济技术开发区前湾港路579号,506,否,否,否
昆明理工大学,昆明,云南省教育厅,24,185,工科,54,49, 云南省昆明市一二.一大街文昌路68号,506,否,否,否
安徽理工大学,淮南,安徽省教育厅,3,72,工科,6,20, 安徽省淮南市舜耕中路168号,506,否,否,否
上海戏剧学院,无,上海市教育委员会,0,0,艺术,0,0, 上海市华山路630号,无,否,否,否
星海音乐学院,广州,广东省教育厅,0,0,艺术,0,0, 广州市大学城外环西路398号,无,否,否,否
河南理工大学,焦作,河南省教育厅,10,55,工科,18,13, 河南省焦作市高新区世纪大道2001号,506,否,否,否
沈阳工业大学,沈阳,辽宁省教育厅,3,49,工科,20,11, 辽宁省沈阳市铁西区兴华南街58号,506,否,否,否
上海视觉艺术学院,上海,上海市教育委员会,0,0,艺术,0,0, 上海市松江区文翔路2200号（松江大学园区内）,无,否,否,否
淮阴工学院,淮安,江苏省教育厅,0,0,工科,0,0, 淮安市枚乘路1号,无,否,否,否
衢州学院,衢州,浙江省教育厅,0,0,工科,0,0, 衢州市柯城区九华北大道78号,无,否,否,否
厦门理工学院,厦门,福建省教育厅,1,0,工科,3,0, 福建省厦门市集美区后溪镇理工路600号（集美校区），福建省厦门市思明南路394号（思明校区）,506,否,否,否
西华大学,成都市,四川省教育厅,14,35,综合,1,0, 四川省成都市金牛区金周路999号,506,否,否,否
江西理工大学应用科学学院,赣州,江西省教育厅,0,0,工科,0,0, 江西省赣州市客家大道156号,无,否,否,否
集美大学,厦门,福建省教育厅,5,63,综合,0,0, 厦门市集美区银江路185号,506,否,否,否
郑州航空工业管理学院,郑州,河南省教育厅,5,0,财经,0,0, 河南省郑州市大学中路2号,506,否,否,否
南华大学船山学院,衡阳,湖南省教育厅,0,0,工科,0,0, 湖南衡阳市常胜西路,无,否,否,否
湖南工学院,衡阳,湖南省教育厅,0,0,工科,0,0, 湖南省衡阳市珠晖区衡花路18号,无,否,否,否
山东建筑大学,济南,山东省教育厅,3,66,工科,0,0, 山东省济南市临港开发区凤鸣路,505,否,否,否
阳光学院,福州,福建省教育厅,0,0,工科,0,0, 福建福州经济技术开发区(马尾)卧龙山,无,否,否,否
福建农林大学东方学院,福州,福建省教育厅,0,0,工科,0,0, 福建省福州市琅岐经济区龙鼓度假村1号,无,否,否,否
河南科技学院新科学院,新乡,河南省教育厅,0,0,工科,0,0, 河南省新乡市华兰大道东段,无,否,否,否
湖南工程学院应用技术学院,湘潭,湖南省教育厅,0,0,工科,0,0, 湖南省湘潭市岳塘区书院路17号,无,否,否,否
西南科技大学,绵阳,四川省教育厅,1,21,工科,1,3, 四川省绵阳市涪城区青龙大道中段59号,504,否,否,否
湖南工程学院,湘潭,湖南省教育厅,0,0,工科,0,0, 湖南省湘潭市福星东路88号,无,否,否,否
景德镇陶瓷学院科技艺术学院,景德镇,江西省教育厅,0,0,工科,0,0, 江西省景德镇市陶阳南路,无,否,否,否
中国计量学院,杭州,浙江省教育厅,2,35,工科,11,0, 浙江省杭州市下沙高教园学源街,504,否,否,否
西南科技大学城市学院,绵阳,四川省教育厅,0,0,工科,0,0, 四川省绵阳市游仙区三星路11号,无,否,否,否
石家庄经济学院,石家庄,河北省教育厅,12,9,财经,4,0, 河北石家庄市槐安东路136号,504,否,否,否
河南师范大学,无,河南省教育厅,5,160,师范,20,17, 河南省新乡市建设东路46号,503,否,否,否
沈阳航空航天大学,沈阳,辽宁省教育厅,10,70,工科,6,0, 辽宁省沈阳市道义经济开发区道义南大街37号,503,否,否,否
常州工学院,常州,江苏省教育厅,0,0,工科,0,0, 江苏省常州市通江南路299号,无,否,否,否
营口理工学院,营口,辽宁省,0,0,工科,0,0, 辽宁省营口市博文路46号,无,否,否,否
湖北理工学院,黄石市,湖北省教育厅,0,0,工科,0,0, 湖北省黄石市桂林北路16号,无,否,否,否
兰州交通大学,兰州,甘肃省教育厅,4,64,工科,0,16, 甘肃省兰州市安宁区安宁西路88号,502,否,否,否
山东工商学院,烟台,山东省教育厅,0,0,工科,0,0, 山东烟台市莱山区滨海中路191号,无,否,否,否
湖北民族学院科技学院,恩施,湖北省教育厅,0,0,工科,0,0, 湖北省恩施市学院路39号,无,否,否,否
南昌航空大学,南昌,江西省教育厅,5,79,工科,1,0, 南昌市丰和南大道696,502,否,否,否
辽宁科技大学,无,辽宁省教育厅,10,39,工科,0,2, 辽宁省鞍山市高新区千山中路185号,501,否,否,否
蚌埠学院,蚌埠市,安徽省教育厅,0,0,工科,0,0, 安徽省蚌埠市曹山路1866号,无,否,否,否
浙江农林大学,临安市,浙江省教育厅,2,21,林业,11,0, 浙江杭州临安环城北路88号,501,否,否,否
湖南工业大学科技学院,株洲,湖南省教育厅,0,0,工科,0,0, 湖南省株洲市东环路,无,否,否,否
湘南学院,郴州,湖南省教育厅,0,0,工科,0,0, 湖南省郴州市王仙岭公园东,无,否,否,否
桂林电子科技大学信息科技学院,桂林,广西壮族自治区教育厅,0,0,工科,0,0, 桂林电子科技大学信息科技学院尧山校区(花江校区),无,否,否,否
盐城工学院,盐城,江苏省教育厅,0,0,工科,0,0, 江苏省盐城市黄海中路20号,无,否,否,否
南京理工大学泰州科技学院,泰州,江苏省教育厅,0,0,工科,0,0, 江苏省泰州市迎春东路8号,无,否,否,否
河南工业大学,郑州,河南省教育厅,5,108,工科,25,0, 莲花街校区：郑州高新技术产业开发区莲花街  嵩山路校区：郑州市嵩山南路140号  中原路校区：郑州市中原西?,499,否,否,否
郑州轻工业学院,郑州,河南省教育厅,3,62,工科,4,0, 河南省郑州市东风路5号,499,否,否,否
山东交通学院,济南,山东省教育厅,0,0,工科,0,0, 山东省济南市交校路5号,无,否,否,否
重庆科技学院,重庆市,重庆市教育委员会,0,0,工科,0,0, 重庆市沙坪坝区虎溪镇重庆大学城,无,否,否,否
重庆邮电大学移通学院,重庆,重庆市教育委员会,0,0,工科,0,0, 重庆市合川区假日大道1号,无,否,否,否
东华理工大学,抚州,江西省教育厅,1,0,工科,0,0, 江西省抚州市学府路56号,498,否,否,否
哈尔滨石油学院,哈尔滨,黑龙江省教育厅,0,0,工科,0,0, 黑龙江省哈尔滨市松北区松浦路297号,无,否,否,否
广东海洋大学,湛江,广东省教育厅,1,21,农业,3,0, 广东省湛江市湖光岩东,497,否,否,否
黑龙江工程学院昆仑旅游学院,哈尔滨,黑龙江省教育厅,0,0,工科,0,0, 哈尔滨市南岗区前兴隆1号,无,否,否,否
贵州理工学院,贵阳,贵州省教育厅,0,0,工科,0,0, 贵州省贵阳市云岩区蔡关路1号,无,否,否,否
陕西科技大学镐京学院,咸阳,陕西省教育厅,0,0,工科,0,0, 陕西省咸阳市南郊陈梁路大学园区,无,否,否,否
南京理工大学紫金学院,南京,江苏省教育厅,0,0,工科,0,0, 南京仙林大学城文澜路89号,无,否,否,否
南昌航空大学科技学院,南昌,江西省教育厅,0,0,工科,0,0, 江西省南昌市上海路173号,无,否,否,否
江西科技师范大学理工学院,南昌,江西省教育厅,0,0,工科,0,0, 江西省南昌市红角洲学府大道589号,无,否,否,否
华东交通大学理工学院,南昌,江西省教育厅,0,0,工科,0,0, 江西省南昌经济技术开发区黄家湖东路111号,无,否,否,否
黄河交通学院,郑州,河南省教育厅,0,0,工科,0,0, 河南省郑州市黄河北岸武陟迎宾大道(新校区),无,否,否,否
黄河科技学院,郑州,河南省教育厅,0,0,工科,0,0, 河南省郑州市航海中路94号,无,否,否,否
福建师范大学闽南科技学院,泉州,福建省教育厅,0,0,工科,0,0, 福建省泉州市南安康美开发区康元路8号,无,否,否,否
广西科技大学,柳州市,广西壮族自治区,0,0,工科,0,0, 广西柳州市东环路268号,无,否,否,否
广西科技大学鹿山学院,柳州,广西壮族自治区教育厅,0,0,工科,0,0, 广西柳州市柳东新区柳东大道,无,否,否,否
南宁学院,南宁市,广西自治区教育厅,0,0,工科,0,0, 广西南宁市龙亭路8号,无,否,否,否
长江大学工程技术学院,荆州,湖北省教育厅,0,0,工科,0,0, 湖北省荆州市南环路199号,无,否,否,否
荆楚理工学院,荆门,湖北省教育厅,0,0,工科,0,0, 湖北省荆门市象山大道33号,无,否,否,否
湖北工程学院新技术学院,孝感,湖北省教育厅,0,0,工科,0,0, 湖北省孝感市文化路278号,无,否,否,否
辽宁石油化工大学顺华能源学院,抚顺,辽宁省教育厅,0,0,工科,0,0, 辽宁省抚顺市望花区丹东路西段10号,无,否,否,否
许昌学院,许昌,河南省教育厅,0,0,工科,0,0, 河南省许昌市八一路88号,无,否,否,否
浙江树人学院,杭州,浙江省教育厅,0,0,工科,0,0, 浙江省杭州市拱墅区树人路8号,无,否,否,否
浙江大学城市学院,杭州,浙江省教育厅,0,0,工科,0,0, 杭州市湖州街51号,无,否,否,否
杭州电子科技大学信息工程学院,杭州,浙江省教育厅,0,0,工科,0,0, 杭州下沙高教园区2号路,无,否,否,否
浙江工业大学之江学院,杭州,浙江省教育厅,0,0,工科,0,0, 浙江省杭州市之江路182号,无,否,否,否
浙江理工大学科技与艺术学院,杭州,浙江省教育厅,0,0,工科,0,0, 浙江省杭州市文一西路960号,无,否,否,否
浙江水利水电学院,杭州,浙江省水利厅,0,0,工科,0,0, 浙江省杭州市下沙高教园区东区学府街508号,无,否,否,否
武昌首义学院,武汉,湖北省教育厅,0,0,工科,0,0, 湖北省武汉市武昌南湖,无,否,否,否
武昌工学院,武汉,湖北省教育厅,0,0,工科,0,0, 湖北省武汉市洪山区白沙洲张家湾街19号,无,否,否,否
湖北工业大学工程技术学院,武汉,湖北省教育厅,0,0,工科,0,0, 湖北省武汉市武昌南湖李家墩,无,否,否,否
武汉工程大学邮电与信息工程学院,武汉,湖北省教育厅,0,0,工科,0,0, 湖北省武汉市虎泉街366号,无,否,否,否
武汉科技大学城市学院,武汉,湖北省教育厅,0,0,工科,0,0, 武汉市东湖风景区黄家大湾特1号,无,否,否,否
湖北大学知行学院,武汉,湖北省教育厅,0,0,工科,0,0, 武汉市江岸区谌家矶街兴谌大道特1号,无,否,否,否
沈阳化工大学科亚学院,沈阳,辽宁省教育厅,0,0,工科,0,0, 沈阳经济技术开发区11号街,无,否,否,否
沈阳城市建设学院,沈阳,辽宁省教育厅,0,0,工科,0,0, 沈阳市东陵区白塔街380号,无,否,否,否
南昌理工学院,无,江西省教育厅,4,0,综合,0,0, 江西省南昌市经济开发区英雄大道901号,476,否,否,否
安徽工程大学机电学院,芜湖,安徽省教育厅,0,0,工科,0,0, 安徽省芜湖市赭山东路10号,无,否,否,否
安徽文达信息工程学院,合肥,安徽省教育厅,0,0,工科,0,0, 安徽省合肥市紫蓬山风景区森林大道三号,无,否,否,否
安徽新华学院,合肥,安徽省教育厅,0,0,工科,0,0, 安徽省合肥市国家级高新技术开发区望江西路555号,无,否,否,否
安徽三联学院,合肥,安徽省教育厅,0,0,工科,0,0, 安徽省合肥市经济技术开发区合安路47号,无,否,否,否
合肥学院,合肥,安徽省教育厅,0,0,工科,0,0, 安徽省合肥市黄山路 373 号,无,否,否,否
四川旅游学院,成都市,四川省教育厅,0,0,工科,0,0, 成都市龙泉驿区红岭路459号,无,否,否,否
四川工商学院,成都,四川省教育厅,0,0,工科,0,0, 成都市郫县团结镇学院街65号,无,否,否,否
成都信息工程大学,成都,四川省教育厅,0,0,工科,0,0, 四川省成都市西南航空港开发区学府路一段24号,无,否,否,否
西安电子科技大学长安学院,西安,陕西省教育厅,0,0,工科,0,0, 西安市西沣路兴隆段266号,无,否,否,否
西北大学现代学院,西安,陕西省教育厅,0,0,工科,0,0, 西安市长安区滦镇科教园陈北路1号,无,否,否,否
西安建筑科技大学华清学院,西安,陕西省教育厅,0,0,工科,0,0, 西安市幸福南路109号,无,否,否,否
西安理工大学高科学院,西安,陕西省教育厅,0,0,工科,0,0, 西安市南郊大学城子午大道南段35＃,无,否,否,否
吉林化工学院,吉林,吉林省教育厅,0,0,工科,0,0, 吉林市承德街45号,无,否,否,否
兰州工业学院,兰州,甘肃省教育厅,0,0,工科,0,0, 兰州市七里河区龚家坪东路1号,无,否,否,否
兰州理工大学技术工程学院,兰州,甘肃省教育厅,0,0,工科,0,0, 甘肃省兰州市七里河区龚家坪北路211号,无,否,否,否
兰州交通大学博文学院,兰州,甘肃省教育厅,0,0,工科,0,0, 兰州市和平开发区,无,否,否,否
成都理工大学工程技术学院,乐山,四川省教育厅,0,0,工科,0,0, 四川省乐山市中区肖坝路222号,无,否,否,否
首钢工学院,北京市,北京市教育委员会,0,0,工科,0,0, 北京市石景山区晋元庄路6号,无,否,否,否
北京电子科技学院,北京市,中央办公厅,0,0,工科,0,0, 北京市丰台区富丰路7号,无,否,否,否
东莞理工学院,东莞市,广东省教育厅,0,0,工科,0,0, 广东省东莞市松山湖区大学路1号,无,否,否,否
东莞理工学院城市学院,东莞,广东省教育厅,0,0,工科,0,0, 东莞市城区学院路251号,无,否,否,否
河北科技大学理工学院,石家庄,河北省教育厅,0,0,工科,0,0, 河北省石家庄市高新技术开发区湘江道58号,无,否,否,否
辽宁科技学院,本溪,辽宁省教育厅,0,0,工科,0,0, 本溪经济开发区香槐路176号,无,否,否,否
新疆工程学院,乌鲁木齐,新疆维吾尔自治区教育厅,0,0,工科,0,0, 新疆乌鲁木齐市南昌路236号,无,否,否,否
长春工业大学人文信息学院,长春,吉林省教育厅,0,0,工科,0,0, 吉林省长春市净月经济开发区福祉大路1016号...,无,否,否,否
长沙学院,长沙,湖南省教育厅,0,0,工科,0,0, 湖南省长沙市开福区洪山路98号,无,否,否,否
太原科技大学华科学院,太原,山西省教育厅,0,0,工科,0,0, 太原市晋祠路二段264号,无,否,否,否
中北大学信息商务学院,太原,山西省教育厅,0,0,工科,0,0, 山西省太原市学院路3号,无,否,否,否
三亚学院,三亚,海南省教育厅,1,0,综合,0,0, 海南省三亚市迎宾大道学院路,472,否,否,否
太原工业学院,太原,山西省教育厅,0,0,工科,0,0, 山西省太原市迎新街,无,否,否,否
太原学院,太原,山西省教育厅,0,0,工科,0,0, 太原市坝陵北街2号,无,否,否,否
闽南理工学院,无,福建省教育厅,0,0,工科,0,0, 福建省石狮市宝盖风景区(宝盖校区)、福建省石狮市厝仔工业区(蚶江校区),无,否,否,否
武汉生物工程学院,无,湖北省教育厅,0,0,工科,0,0, 湖北省武汉市阳逻开发区汉施路1号,无,否,否,否
武汉东湖学院,无,湖北省教育厅,0,0,工科,0,0, 武汉市江夏区纸坊街正汤北路1号,无,否,否,否
哈尔滨远东理工学院,无,黑龙江省教育厅,0,0,工科,0,0, 哈尔滨利民开发区学院路时代大街158号,无,否,否,否
浙江大学宁波理工学院,无,浙江省教育厅,0,0,工科,0,0, 浙江省宁波市学府路1号,无,否,否,否
宁波大红鹰学院,无,浙江省教育厅,0,0,工科,0,0, 浙江宁波市鄞州区学院路899号,无,否,否,否
西京学院,无,陕西省教育厅,0,0,工科,0,0, 西安市长安区西京路1号,无,否,否,否
西安思源学院,无,陕西省教育厅,0,0,工科,0,0, 西安市东郊水安路28号,无,否,否,否
陕西服装工程学院,无,陕西省教育厅,0,0,工科,0,0, 陕西省咸阳市大学园区陈梁路18号,无,否,否,否
郑州科技学院,无,河南省教育厅,0,0,工科,0,0, 河南郑州市二七（马砦）经济开发区学院路1号,无,否,否,否
商丘工学院,无,河南省教育厅,0,0,工科,0,0, 商丘市睢阳大道中段(原东二环路),无,否,否,否
河北科技学院,无,河北省教育厅,0,0,工科,0,0, 河北省保定市南二环路1956号,无,否,否,否
南昌工学院,无,江西省教育厅,0,0,工科,0,0, 江西省南昌市新建长凌工业园创业南路998号,无,否,否,否
大连科技学院,无,辽宁省教育厅,0,0,工科,0,0, 大连旅顺经济开发区滨港路999-26号,无,否,否,否
成都工业学院,无,四川省教育厅,0,0,工科,0,0, 花牌坊校区地址：四川省成都市花牌坊街2号  ...,无,否,否,否
桂林航天工业学院,无,广西壮族自治区教育厅,0,0,工科,0,0, 广西桂林市金鸡路2号,无,否,否,否
广东东软学院,无,广东省教育厅,0,0,工科,0,0, 广东省佛山市南海区狮山大学城,无,否,否,否
广东白云学院,无,广东省教育厅,0,0,工科,0,0, 广州市白云区江高镇学苑路一号,无,否,否,否
安徽工业大学工商学院,马鞍山,安徽省教育厅,0,0,工科,0,0, 马鞍山市湖东路59号,无,否,否,否
广州航海学院,广州市,广东省教育厅,0,0,工科,0,0, 广州市黄埔区红山三路101号,无,否,否,否
广州大学华软软件学院,广州,广东省教育厅,0,0,工科,0,0, 广州市从化经济技术开发区广从大道13号,无,否,否,否
